death_rate,incidence,median_income,population_2015,poverty_pct,median_age,private_insurance_pct,urban_rural,income_category
291.42624,472.8,36066,68628,20.1,46.6,57.1,0,Low
209.3269466,479.6,61436,289977,10.8,41.9,74.3,1,Medium
230.0690207,435.2,41035,29991,15.8,44.9,63.4,0,Low
248.8153826,491.9,45807,54659,12.9,47.4,64,0,Medium
256.7094516,478.4,45556,119980,13.8,44,67.6,1,Medium
270.9823109,484.9,50002,39855,13.9,47.2,64.3,0,Medium
291.4421973,436.6,47905,33969,11.7,49.8,65.3,0,Medium
269.2213559,477.6,40120,57202,16.1,45.7,59,0,Low
232.4941713,507.3,42728,152692,18,41.3,63.3,1,Low
313.0352608,478.1,36994,16931,20.3,49.8,53.8,0,Low
233.2925546,451.7,55630,35149,10.5,45.2,69.4,0,Medium
271.9464715,458.3,39001,51113,17.3,44.9,56.1,0,Low
237.5175584,484,46598,39155,15,45,62.1,0,Medium
347.826087,501.5,38057,31625,18.5,46.8,51,0,Low
224.1896117,497.7,55482,201169,11.2,44.1,72.2,1,Medium
252.3163468,519.3,39808,72528,18.5,41.5,66.4,0,Low
173.1670788,468.1,86654,564195,6.7,38.4,81.6,1,High
206.2257558,472.3,67766,831128,9.8,39.1,75.2,1,Medium
168.8834925,444.5,92446,90595,7.2,40.6,82.1,1,High
211.7928727,465.1,49573,32579,16,40.1,61.6,0,Medium
194.4794096,456.2,84500,167627,5.9,42.2,84.5,1,High
202.1839777,484.3,62198,102382,10.6,40.1,72.9,1,Medium
153.0893299,420.5,86703,156118,7.2,37.7,82.3,1,High
259.3873518,481.6,42279,32384,17.5,43.8,61.7,0,Low
149.5993021,435.9,83698,245322,6.5,39.1,81.6,1,High
217.2437203,417.1,47441,29460,12.4,44.5,62.5,0,Medium
179.7914419,485.5,79403,250290,8,40.1,81.9,1,High
110.3971105,418.1,106871,313414,6.1,38.8,84.7,1,High
298.1755698,461.7,53288,19787,13.8,46.2,68.1,0,Medium
124.2169143,392.9,97279,1040116,7.2,38.5,77,1,High
143.1500712,401.9,71904,909535,10.3,35.8,68.6,1,Medium
204.4822509,429.6,80650,48904,7.5,43.5,80.3,0,High
161.5610387,423.2,84686,111413,8.6,36.3,80.2,1,High
248.3700714,511.9,38376,25768,25.5,37,56.2,0,Low
295.9053103,454.6,54836,37512,11.7,49,72.1,0,Medium
213.925193,457,54606,149585,13.8,40.4,68.9,1,Medium
215.8835596,532.1,51927,102370,16.9,35.5,66.7,1,Medium
318.1994567,499.8,55691,51540,11.9,49.1,67.4,0,Medium
228.1904449,497.2,41895,621849,23.3,34.6,56.1,1,Low
319.5961425,505,64150,214333,8.9,51.3,74.2,1,Medium
244.860281,464.3,49890,127828,13,45.8,70.7,1,Medium
204.7606859,430.5,53244,11721,14,34.8,61.1,0,Medium
224.3635841,424.8,55139,34765,15,42,64.6,0,Medium
90.0930962,332.2,37935,269721,32.3,28.3,36,1,Low
200.0674926,424.5,44110,41486,16.8,37.3,54.7,0,Low
247.480997,434.9,52548,5657,12,39,61,0,Medium
198.170153,403.5,43379,131705,19.3,34,63.6,1,Low
230.2909342,480.2,39377,13027,15.8,37.6,59.5,0,Low
159.7954618,345.6,29782,21903,38.8,32.3,27.2,0,Low
155.7239057,368.3,62752,47520,11,40.4,71.4,0,Medium
162.3985009,383,55493,8005,13.5,33,58.4,0,Medium
179.4989913,389.3,59904,62953,10,39.3,63.8,0,Medium
281.3912723,417,42753,43356,15.4,48.2,61.7,0,Low
140.4165692,412.1,60738,8546,11.4,34.1,57.7,0,Medium
279.1461412,428,41872,18270,16.4,41.9,58,0,Low
90.44107416,340.9,33291,14374,32.6,29.2,34.4,0,Low
122.5991009,321,26336,12235,31,30.5,32.9,0,Low
173.1192949,421.4,50818,6354,9.8,33,76.6,0,Medium
119.0087721,377.6,56313,52097,11.6,32,79.3,0,Medium
66.23448664,376.1,51735,120783,14.2,25,78.2,1,Medium
185.5559353,433.1,47340,20479,15.7,35.1,70.6,0,Medium
79.75169844,428.8,70797,336043,7.2,30.2,81.5,1,Medium
119.8351069,448.1,61976,20862,11.6,30.2,73.1,0,Medium
125.3616201,339,49709,10370,12.9,34.5,73.3,0,Medium
159.7125175,399,45666,5009,12.2,39.6,67.1,0,Medium
199.6637243,404.1,43344,9516,15,39.1,57.2,0,Low
99.23916639,418,43615,48368,22.1,28.1,63.8,0,Low
113.2716632,392.3,55204,10594,11.4,30,70.6,0,Medium
196.325901,398.9,48456,7131,11.8,43.6,64.5,0,Medium
150.2570186,361.5,52623,12645,12.9,34.9,65.9,0,Medium
99.41256213,380.5,82597,11065,4.6,32.3,80.6,0,High
173.0852445,347.2,56772,2311,10.3,34.7,66.6,0,Medium
95.36590344,417.3,62536,1107314,11.9,31.8,73.1,1,Medium
101.4455998,261.1,40590,15772,29.2,30.6,45.4,0,Low
135.520189,383.8,44644,28778,17.1,30.5,69.4,0,Low
166.7937476,417.4,48622,20984,12.1,34.1,66.3,0,Medium
80.74079681,432.7,92560,39633,6.8,38.2,81.2,0,High
93.72220104,489.9,64193,62952,8.1,30.7,80.7,0,Medium
92.28010968,365.5,65489,37928,9.6,29.7,72,0,Medium
62.76023331,394.9,60957,575205,12.6,24.4,78.3,1,Medium
68.58475361,432.5,65207,29161,7.1,33,75.6,0,Medium
143.3143533,408.4,50169,155602,12.9,34.6,63.9,1,Medium
148.5884101,366.9,42366,2692,14.1,40.3,68.2,0,Low
112.8691334,417.9,59293,243645,12.3,31.8,72.9,1,Medium
205.2112866,436.9,59089,37035,9.5,42.8,68.2,0,Medium
275.3531404,488,44674,36317,14.4,46.1,61.9,0,Low
246.9135802,476.2,45029,30780,13.9,43.1,60,0,Medium
156.1512436,463.7,61908,161382,11,36.3,77.7,1,Medium
275.8396885,492.7,35570,6163,19.6,48.8,55.3,0,Low
194.6761204,450.4,59184,48799,9.1,39.9,67.9,0,Medium
233.2021571,548.5,60081,6861,9.1,47.1,69.9,0,Medium
190.2120071,461.6,49142,25235,12.6,40.5,63.8,0,Medium
218.0006229,479.7,53025,28899,12.8,45,66.9,0,Medium
243.5424354,438.8,42089,27100,16.2,44.8,54.6,0,Low
251.1048614,476,44888,59736,13.5,45.5,65.3,0,Low
209.8546373,467.3,58673,58612,11,43.2,71.3,0,Medium
258.1477896,463.3,49616,43386,12.9,45.8,63.7,0,Medium
238.6206649,461.9,51513,55737,12.1,46.8,66.3,0,Medium
321.4751463,479.4,38390,32973,19.4,45.3,61.8,0,Low
164.6121681,372.9,67083,105703,9.1,38.6,81.9,1,Medium
318.9385724,401.8,45454,15677,15.8,47.2,69.6,0,Medium
271.254747,522.5,51738,12903,12.9,45.8,68.7,0,Medium
253.8071066,427.4,43998,31914,13.7,43.6,68.8,0,Low
233.553912,432.6,44397,15414,15.1,42.3,68,0,Low
97.74659196,369.7,107143,229164,8.5,33.9,85.7,1,High
219.3395592,408.9,57808,74314,9.8,44.2,74.9,0,Medium
313.1991051,419.3,43852,4470,11.5,48.3,74.8,0,Low
304.8315806,472.2,42624,6561,14.1,44.8,71.6,0,Low
203.9163943,401.6,63646,33347,7.8,46.4,82.5,0,Medium
233.5609055,463.4,37344,16698,21.9,41.7,60,0,Low
245.8728486,325.8,32083,22776,23.2,45.5,51,0,Low
228.9807421,390.1,38731,17032,22.8,42.2,59.7,0,Low
208.7644774,384.7,46663,55086,14.5,42.4,70.3,0,Medium
216.7822839,503.8,56099,29984,11,39.1,70.1,0,Medium
262.4142107,390.6,38474,29724,17,46.1,62.9,0,Low
326.7045455,492.6,49768,7040,13.1,48.6,67,0,Medium
270.4696336,434.4,36339,12201,20.7,44.6,56.2,0,Low
147.75669,497,72972,335687,8.3,38.2,79.6,1,Medium
264.5686834,417.9,70281,14363,8.2,45.7,75.4,0,Medium
249.4722702,389.7,46551,5211,12.4,47.1,65.8,0,Medium
182.0682958,421.6,62394,49432,11,38.9,72.7,0,Medium
246.9389855,436.4,41409,9719,19,44.3,57.4,0,Low
304.3334436,356.4,32103,15115,21.3,43.4,57.7,0,Low
215.424386,414.5,52288,27852,12.1,42.4,71.1,0,Medium
260.557053,433.5,48277,11130,14.5,44.8,67.2,0,Medium
107.5961668,381.8,110507,1142234,6.7,37.4,81.8,1,High
168.6487744,369.4,89106,68782,7.4,41.5,80.7,0,High
191.6810427,372.4,43355,15651,14.1,45.2,69.8,0,Low
213.4553078,435.3,64258,26235,7.9,41.6,80,0,Medium
220.3895919,422.8,47419,56264,16.3,45,67.4,0,Medium
188.7041912,456.6,65485,83199,7.7,40.1,75.7,1,Medium
275.3172133,403.8,45979,16708,13.5,43.9,68.7,0,Medium
242.3067604,491.8,58900,37143,9.7,43.6,76.4,0,Medium
193.2323732,486.9,86610,22253,7.5,47.2,81.6,0,High
312.2658006,355.3,31893,16012,19.9,47.6,56.6,0,Low
166.9971819,404,61762,19162,9.6,481.2,69.7,0,Medium
201.9352125,492.2,36459,11885,25.1,42.9,65.8,0,Low
276.1565836,412.7,39079,35125,18,45.3,59.3,0,Low
179.2166778,496.6,81940,103227,6.1,41.9,84.7,1,High
173.7632821,444.7,62446,325155,11,37.9,76,1,Medium
107.9720465,409.3,44490,150965,24.9,31.4,55.9,1,Low
272.4837826,460.1,36333,64591,24.3,45.5,47.6,0,Low
172.2762801,365.7,49995,31345,19.4,37,66.6,0,Medium
137.7541569,405.5,55686,10170292,18.7,35.6,55,1,Medium
136.7759584,420.3,43171,154998,22.3,33.5,45.8,1,Low
184.9009077,475,94549,261221,8.8,45.4,78.4,1,High
245.2797901,396.8,47781,17531,16.2,50.6,68.6,0,Medium
224.7601228,452.2,42840,87649,18.8,42.2,49.3,1,Low
127.7681548,415.9,43818,268455,24.8,30.4,48,1,Low
267.7077524,408.6,39172,8965,20.2,47.8,50.8,0,Low
93.46466317,320.8,59181,13909,11.3,38.5,56.7,0,Medium
234.0594209,477.5,34971,26489,25.4,38.8,52.7,0,Low
243.5006804,391.8,34445,13963,21.2,41.3,62.3,0,Low
126.9883705,413.6,57428,433898,17,33.5,55.6,1,Medium
209.1873982,488.9,71063,142456,9,40.3,71.8,1,Medium
229.5781628,423.9,57118,98877,11.4,49,66.7,1,Medium
139.1265503,418.6,76061,3169776,12.9,37.1,65,1,High
182.7427935,460.5,75689,375391,8.3,41,78.2,1,High
287.9026563,420.3,47964,18409,14,51.3,62.3,0,Medium
143.0310382,414.5,56877,2361026,17.1,34.5,56.3,1,Medium
159.1250454,452,55803,1501335,18.1,35.5,63.2,1,Medium
127.5683766,433,68166,58792,14.1,35,64.5,0,Medium
130.5369542,423.1,51951,2128133,20.4,32.5,54.4,1,Medium
230.4737516,426.3,39922,82005,17.2,40.5,62.6,1,Low
148.3548673,434.9,66034,3299521,14.7,35.1,66.6,1,Medium
160.3809365,428.9,83788,864816,12.1,38.5,72,1,High
146.6727998,432.1,51527,726106,20.7,33.5,57.2,1,Medium
184.7896774,443.7,61775,281401,14.5,39.3,71.9,1,Medium
155.0053259,447,100806,765135,7.5,39.5,76,1,High
149.2909803,433,62116,444769,17.4,33.6,63.2,1,Medium
122.7813335,420,97219,1918044,8.5,36.8,74.1,1,High
144.4485785,450.4,64257,274146,16.1,37,68.3,1,Medium
259.0053082,478.8,43661,179533,14.7,42.2,56.4,1,Low
303.3367037,312.8,47293,2967,13.8,54.5,58.8,0,Medium
213.8605871,459.6,41940,49565,22.4,36.8,65.6,0,Low
305.3680489,430.4,38641,43554,21.1,47.8,53.4,0,Low
170.6062024,472.3,67106,436092,12.3,37.3,69.2,1,Medium
191.5777483,463.4,66949,502146,11.3,40.8,69.2,1,Medium
147.2915444,433.4,50917,538388,18.1,33.5,54.7,1,Medium
160.6833708,395.8,51827,96463,15.2,35.4,54.5,1,Medium
219.5615088,473.2,40782,63308,18.2,40.5,53.1,0,Low
313.7194889,455.5,34961,13069,19.9,50.3,44.8,0,Low
122.6452226,391.5,42360,459863,28.1,30.3,43.1,1,Low
264.387719,490.8,49476,53709,14.3,48.6,64,0,Medium
145.0849817,432.7,74967,850536,11.5,37.1,66.8,1,Medium
262.5756729,503.7,26602,41131,35.2,38.7,48.1,0,Low
132.3844218,428.2,54509,213016,19.5,30.9,70.5,1,Medium
155.7214197,444.6,41403,74492,21.6,32.1,52.1,0,Low
113.3641472,420.8,59316,491337,12.9,33,60.7,1,Medium
145.4898157,416.8,38140,16496,22.5,30.1,53.6,0,Low
119.3162371,429.5,65359,631096,11.2,36.1,70.3,1,Medium
137.6295337,389.4,44508,12352,14.7,49.6,51.8,0,Low
359.6127248,369.7,36294,3615,20,47.6,51.2,0,Low
222.9845626,322.4,35424,5830,32.3,41.1,46.7,0,Low
106.4589256,409.9,71546,319372,13.3,35.8,78.3,1,Medium
122.9539691,417.3,85885,65065,4,37.5,82.8,0,High
194.0109658,399.4,36241,71130,24,39.3,57.7,0,Low
209.025619,392.2,48840,18658,12.4,49.2,63,0,Medium
218.6987425,373.7,52273,1829,13.4,37,61,0,Medium
161.2383102,416.9,69115,9303,8.5,48,76.8,0,Medium
172.201722,326.6,33998,8130,22.9,38.4,45.9,0,Low
195.3125,307.3,27882,3584,28.5,49,41,0,Low
125.8540093,389.1,32570,5562,40.5,35.5,44.7,0,Low
247.4690664,439.8,48368,4445,14.9,56.4,51.9,0,Medium
260.1821275,396.2,45283,29979,15.6,47.3,53.6,0,Medium
133.1780322,439.2,54872,682545,15.9,34.1,62.1,1,Medium
202.2244692,234,44235,1978,15.4,39.9,59.9,0,Low
193.9411794,482.4,54298,81468,14.4,37.9,74.2,1,Medium
80.33822704,424,107250,322387,3.7,37.6,88.9,1,High
48.50293816,347.1,76661,53605,7.8,35.6,72.2,0,High
129.3713362,410.8,83603,24735,5.9,45.1,77.9,0,High
122.3180834,451,59286,674471,12.2,33.6,72,1,Medium
235.586396,454.3,41385,46692,19.1,43.5,58.5,0,Low
99.83647474,379.6,62529,58095,10.2,35.9,58.2,0,Medium
120.1098147,400.2,64752,5828,7.9,44.7,73,0,Medium
109.4765652,310.5,59379,14615,10.4,42.5,64.1,0,Medium
74.68724715,283.5,48940,16067,14.9,34.3,69.1,0,Medium
323.4750462,454.7,32750,6492,22,53.5,54.3,0,Low
149.5957731,436.7,70687,565524,8.3,40.4,77.1,1,Medium
351.3703443,373.8,42310,1423,13.5,41.2,64.5,0,Low
219.1286414,389.8,46394,7758,14.9,38.9,59.3,0,Medium
106.8804275,357.5,46765,7485,16,39,59.7,0,Medium
126.170275,415.5,60658,54688,10.7,38.8,70.6,0,Medium
125.6081804,395.3,57659,333577,12.8,35.5,75.7,1,Medium
248.9685588,372,39625,14058,17.4,45,56.6,0,Low
197.9485334,372.9,41248,5557,18.3,37.8,64.2,0,Low
190.5972046,400.5,45439,22036,17.7,37.6,59,0,Medium
189.2090255,414.8,50106,148513,15.4,38.4,63.2,1,Medium
256.1689162,472.9,39904,103057,19,40.8,62.8,1,Low
162.325114,403.9,56193,12937,11.2,37.1,64.1,0,Medium
206.3589116,435.9,44163,26168,16.3,43.4,49.9,0,Low
212.474967,382.1,46336,40946,15.5,44.2,54.1,0,Medium
186.8829337,408,47631,28360,13.4,36.4,62.9,0,Medium
223.5185084,400,33043,18343,26,39.7,46.5,0,Low
149.2219143,307.1,57242,4691,9.6,52.9,69.8,0,Medium
139.3095094,402.1,58487,16510,9.4,49.4,71.8,0,Medium
229.9379168,414.3,47006,4349,11.5,43.7,64.4,0,Medium
67.46500253,318.5,73274,17787,7,43.4,75.1,0,Medium
207.26617,496.2,57732,556772,12.4,40.6,70.5,1,Medium
213.8851957,497.3,61259,17299,9,45.9,70.5,0,Medium
190.3245052,507.1,70074,776043,10.7,40.6,71.6,1,Medium
211.0451693,413.9,53953,70601,12,45.1,73.6,0,Medium
213.303873,442.9,49072,470690,17.7,38.6,62.7,1,Medium
180.4181237,415.4,57737,161292,15,35.9,79.7,1,Medium
171.7199564,473.1,84026,1585139,8.9,38.5,80.7,1,High
146.4530892,572.8,82596,10925,7.1,39.5,74,0,High
193.8154343,494.7,90039,696023,6.5,40.9,83.6,1,High
203.1767677,517.7,74576,510393,8.5,42.1,76.7,1,Medium
150.3622187,488.6,54280,778121,21.5,32.2,64.8,1,Medium
187.9205776,470.3,65217,818963,11.5,39.8,74.7,1,Medium
405.8363127,408.2,36377,10349,17.5,56.6,66.6,0,Low
255.7817329,419.3,45308,9383,15.5,48.7,65.8,0,Medium
180.5888768,387.2,54232,114625,11.4,40,72,1,Medium
281.2207062,537.3,38121,28803,16.8,47.1,65.7,0,Low
285.0479399,422.1,45743,23154,13,49.5,64.6,0,Medium
327.6325274,467.3,36460,15261,19.9,48.4,62.9,0,Low
256.5597668,395.4,41624,8575,15.8,43.6,69.8,0,Low
193.8834002,312.7,57235,59314,10.2,42.6,73.7,0,Medium
247.9675181,448.2,46061,105659,16.8,42.6,69.8,1,Medium
286.4180558,472.8,48846,17457,11.8,48.4,68.1,0,Medium
239.2715797,479.8,44145,154636,17.7,41.4,64.9,1,Low
210.6998901,376.6,46371,43664,15.2,40.6,66.6,0,Medium
234.5250681,428.1,45916,134314,15.4,40.1,66.5,1,Medium
241.9807577,335,48030,51657,14.8,44.1,65.5,0,Medium
243.9210306,483.4,47991,26238,12.6,46.7,71.3,0,Medium
306.7605301,451.3,41930,25427,16.1,49.1,60.2,0,Low
259.8642342,441.8,51175,18856,11.3,45.2,67.4,0,Medium
193.1717969,424.1,58419,23813,8.9,42.9,76.2,0,Medium
414.2216086,451.5,39408,5794,15.6,52.4,65.3,0,Low
223.8007201,441.2,47985,20554,14,42.2,66.2,0,Medium
180.9387528,446.1,56365,84559,10.6,39.1,77.2,1,Medium
247.8645516,434.3,45158,26224,13.1,44.4,66,0,Medium
186.4198484,470.4,53945,168437,15.4,37.4,69.8,1,Medium
181.6753413,422,56160,20366,8.9,43.5,78.6,0,Medium
177.6469394,457.2,49790,118212,12.6,35.4,76.9,1,Medium
213.9164537,423.2,52260,16829,11.7,41.4,71.8,0,Medium
275.7113874,448.8,40968,19223,15.9,47.2,63.2,0,Low
278.7705504,498.7,48881,27980,10.9,46.1,74.7,0,Medium
235.5712603,440.1,48430,79806,10.8,44.2,75.2,0,Medium
186.2101451,478.1,54400,135868,9.9,40.6,75.6,1,Medium
291.0674102,466.3,43701,40884,13.4,47.2,69.6,0,Low
358.2089552,471.9,43661,15075,13,48.6,68.8,0,Low
196.8073475,478.4,36774,4573,29.1,31.6,33.9,0,Low
189.3007982,494.3,42946,957735,22,34.2,60.2,1,Low
208.5665986,459.2,52978,45549,14.4,39.3,69.4,0,Medium
243.0880192,483.9,52776,37435,10.5,45.4,73.1,0,Medium
317.710237,514.4,49040,35567,12.6,49.9,71.8,0,Medium
153.8923299,464.9,59377,183245,10,37.8,78.5,1,Medium
206.0330108,484.1,77364,87850,5,43.8,85.2,1,High
246.9135802,387.6,53828,7290,12.1,45.2,70.5,0,Medium
139.4017951,278.5,68471,40889,10.8,35.9,79.4,0,Medium
227.8953063,321.4,52411,43441,11.2,44.1,69.5,0,Medium
169.0148847,414.5,52075,70408,15.4,36.2,78.7,0,Medium
300.476365,451.2,42659,13645,13,50.5,67.5,0,Low
190.1783884,491.6,54782,195080,13.1,39.7,70.8,1,Medium
257.2163475,420.9,44026,17495,13.5,44.1,68.9,0,Low
213.0717011,455,51237,161448,14.9,38.9,69.7,1,Medium
318.606627,484.9,39999,14124,16.9,47.5,60.6,0,Low
142.8359215,315.2,75920,87513,4.9,37.6,81.8,1,High
221.5518054,420.9,50243,63642,11.9,40.9,71.9,0,Medium
335.8573522,483.8,40701,16376,17,49.3,57.9,0,Low
244.528375,457.1,47841,41304,11.2,44.3,68.9,0,Medium
205.9375784,481.7,55335,115569,9.1,41.3,76.8,1,Medium
180.8848692,412.7,48683,20455,11.7,43.1,69.4,0,Medium
206.42978,452,50266,29550,12.2,40.7,74.6,0,Medium
229.4630564,415.9,46943,30506,18,42.3,63.6,0,Medium
336.653107,572.8,41211,21387,14.8,52.6,65.6,0,Low
211.0812809,492.4,52852,102804,13.7,38.9,73.3,1,Medium
353.6522634,472.2,42079,15552,13.4,49.2,64.8,0,Low
177.2970061,467.5,69346,133674,5.9,42.1,82.8,1,Medium
189.1608321,474.7,76584,396488,5.8,42.8,84.6,1,High
282.9916258,472.2,52850,51945,10.4,44.4,73.5,0,Medium
291.2661757,432.3,46835,24033,13.9,47.9,67,0,Medium
195.8170644,483.9,52711,169546,12.1,37.7,76.3,1,Medium
224.6885,452.9,51003,73435,11.3,43.4,72.8,0,Medium
94.84666456,397.6,42838,37956,24,26.6,79.8,0,Low
224.5882549,416.6,50437,12022,10.7,41.2,65.3,0,Medium
117.8382771,436.5,79358,49220,7.1,32.7,77,0,High
167.1058551,426.1,58225,15559,12.3,39,71.2,0,Medium
210.7333521,434.9,63166,14236,9.3,40.3,74.1,0,Medium
201.5045674,280.9,59701,7444,8.4,43.4,73.1,0,Medium
200.9177725,409.3,48624,40315,14,38.2,59,0,Medium
231.6371516,392.1,45721,13383,14.3,42.9,67.1,0,Medium
274.2037545,484.2,44427,4741,10.9,49.6,65.1,0,Low
221.3162493,412.7,51434,8585,9.7,44.6,76.9,0,Medium
163.7133061,438.5,57192,97121,10.8,36.7,74.6,1,Medium
144.2153616,365.9,63575,18722,9,38.1,77.6,0,Medium
169.1450266,451,57427,82178,10.4,36,69.6,1,Medium
275.3737215,436.8,45251,2542,14.7,43,67.9,0,Medium
208.7039825,411.3,55354,29228,10.8,43.6,71.4,0,Medium
226.963232,416.9,49713,8812,13,47.9,62.6,0,Medium
216.6016862,458.1,54716,30009,9.9,42.2,73.9,0,Medium
111.1223356,352,77222,9899,6.8,38.1,76.1,0,High
109.801461,403.5,72604,44626,9.8,33.6,74.2,0,Medium
99.45945946,402.7,75348,23125,7.7,38,77,0,High
115.2627029,359.3,56800,20822,10,34.6,71,0,Medium
252.1613833,448,50802,8328,12.6,43.4,66.8,0,Medium
235.0013824,397.1,55520,7234,13.2,42.1,73.4,0,Medium
219.5531448,467.5,36544,7743,20.5,43.2,58.5,0,Low
205.3651649,415.7,44811,23373,17,36.4,56.2,0,Low
177.4885372,355.4,39615,13522,23.6,36.9,54.9,0,Low
278.060988,541.3,33650,21578,24.8,40.4,55.3,0,Low
211.1158983,443.1,46288,46420,19.8,41.8,56.9,0,Medium
197.6068716,497.4,41010,201410,18.8,424.8,57.5,1,Low
170.0351186,502.3,38454,242891,23.6,33.6,56.1,1,Low
261.7230098,554.1,22640,18340,44,33.5,34.9,0,Low
253.777829,560.9,25562,8669,40.3,35.3,33.5,0,Low
299.1772625,448.4,37096,1337,39.5,44.3,36.6,0,Low
232.962006,487.2,38366,23609,17.2,39.3,61.2,0,Low
201.5202404,486.8,48018,141425,15.6,37.8,62.3,1,Medium
253.4854246,468.1,35019,16569,22.7,41.6,52.3,0,Low
226.4553084,491.8,26408,7507,38.5,34.8,43,0,Low
300.0428633,464.5,28271,11665,29.8,43.1,46.4,0,Low
206.6994063,446.7,37367,68215,24.4,36.6,52.2,0,Low
220.6841208,432,33015,9969,28.2,38.3,49.6,0,Low
131.6928171,441.6,40797,53154,25.9,28.5,73.5,0,Low
135.2733511,444.2,51389,60618,14.2,34,65.5,0,Medium
189.7509042,438.8,38869,78524,21.7,37.5,58.4,0,Low
261.4482649,527.4,38471,12622,22.3,40.7,56.4,0,Low
259.1925493,475.7,32239,22763,27.1,34.8,48.6,0,Low
263.7749121,517.1,43374,85300,19.4,36.5,61.8,1,Low
245.169199,511.5,26439,30999,40.1,32.9,38.9,0,Low
248.2034114,478.1,36118,34649,21.6,37.7,57.7,0,Low
202.6461229,445.6,39937,59710,23.6,36.3,57.5,0,Low
259.9913014,460.5,66671,103465,13.1,37,75.2,1,Medium
258.185659,462.7,33428,25563,30.4,39.1,48.3,0,Low
245.0161488,438.7,37554,35916,21.5,39.6,51,0,Low
223.2952801,501,36810,35827,20.1,40.6,58.5,0,Low
275.8077226,473.8,31963,10152,24.7,41.7,53.7,0,Low
200.2511625,419.5,37686,29463,20.7,35.8,55.3,0,Low
220.7200993,457.9,35185,21747,22.3,37.7,58.2,0,Low
244.4987775,423.5,28730,11043,31.3,36.8,41.5,0,Low
112.4497992,425.4,34429,49800,29.9,25,70,0,Low
242.9244593,478.6,34526,34167,25.9,36.5,51.5,0,Low
248.2288779,495.5,38465,55191,19.3,40.7,55.9,0,Low
228.0687464,492.4,32459,12277,22.6,40.1,48,0,Low
252.7780559,506.1,30078,39956,30.5,36.7,50.8,0,Low
190.8890902,468.2,40198,30908,17.7,37,56.6,0,Low
247.4566951,428.8,34794,25459,22.3,39.2,51.4,0,Low
320.5984504,432.5,26204,7486,36.2,38.5,33.8,0,Low
148.9543006,483.7,58368,149039,11.1,36.9,73.1,1,Medium
219.3525562,535.9,32049,28265,26.9,36,48.5,0,Low
283.5332606,543.8,27877,4585,37.4,38.5,41.7,0,Low
213.0629638,461.8,34338,27222,25.9,37.7,49.4,0,Low
249.0815119,376.2,38975,16059,20.8,40.1,56.8,0,Low
215.8273381,506.8,41136,18070,19.5,36.8,55.8,0,Low
233.2901315,463.6,29227,27005,34.8,34.1,42.3,0,Low
253.6331231,447.4,28456,14588,37.4,36,47.6,0,Low
226.1803789,474.6,40975,28296,18.5,36.7,60.6,0,Low
203.3346889,415.1,37026,22131,19.1,38.4,56.9,0,Low
250.613748,445.6,35550,19552,17.7,42.8,57,0,Low
203.0358697,523.3,30689,10343,27.9,32.2,46.6,0,Low
165.3241408,461.3,37667,28429,15.9,38,55.6,0,Low
266.4298401,402.1,31607,14638,26.4,39.4,50.4,0,Low
216.9106033,469.1,40397,47485,21.7,37.9,58.7,0,Low
263.868689,496.1,30292,48130,35.1,36.2,40.6,0,Low
238.2573179,431.7,35425,20566,24.7,36.7,49.2,0,Low
282.8568542,549.9,34073,9899,22.1,41.1,55.6,0,Low
263.1001973,437.7,27596,9122,32.5,36.8,42.3,0,Low
245.6734181,474.4,34403,18317,26.3,40.5,54.1,0,Low
313.3285129,561.9,34494,12447,23.4,41.5,55.4,0,Low
211.7793114,493.2,30313,27387,34.6,35.8,41.7,0,Low
169.438096,420.1,35425,25378,26.9,27.9,73.9,0,Low
202.3589269,344.4,56309,17296,10.7,42.3,78.1,0,Medium
395.7783641,372.9,45997,5306,12.2,47.1,69.8,0,Medium
245.2483139,482.6,41302,26096,17.2,39.2,64.3,0,Low
237.2379916,419.6,38139,35829,20.2,43.3,57.6,0,Low
252.5252525,382.1,37581,11880,19.1,41.1,63.9,0,Low
304.0252949,454.5,41462,16446,18.4,41.9,66.3,0,Low
385.6454205,500.6,33236,18670,19.5,52.5,56.5,0,Low
254.4738138,468.7,39033,12182,20.1,43.1,58.5,0,Low
130.8765874,459.7,50305,174974,19.5,30.1,80.4,1,Medium
218.8552189,469.6,45431,89100,17.8,36.8,65.2,1,Medium
293.357547,460.1,35774,42951,21.3,40,57.1,0,Low
288.4402041,508.2,43111,9014,16.2,42.3,70.1,0,Low
187.3578088,477.4,49384,44834,14.2,37.8,74.8,0,Medium
241.8789701,399.4,44410,44237,17.5,49.8,59.6,0,Low
194.7258565,422.7,47705,78572,17,36,74.2,0,Medium
311.3879004,460.8,39017,8992,16.5,42.4,68.8,0,Low
335.3025707,492.8,32170,6263,24,40.9,47.2,0,Low
203.7341417,430.1,60970,101603,10.5,39.2,75.6,1,Medium
287.0676044,400.7,33631,13934,21.4,44.8,52.8,0,Low
289.8932666,444.2,43049,7589,12,45.5,71.7,0,Low
142.8931663,417.7,51831,83279,11.3,37.8,69.3,1,Medium
323.4818409,506.4,43298,6801,15.7,43.7,66.1,0,Low
163.811286,492,61598,235637,9.1,36.6,78.2,1,Medium
247.4646999,459.5,51221,20609,12.4,41,73,0,Medium
181.1783107,458.6,51885,76720,13.3,38,75.5,0,Medium
