species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex,diet,life_stage,health_metrics,year
Gentoo,Biscoe,27.6,21.5,224,5218,male,krill,juvenile,healthy,2023
Gentoo,Biscoe,34.3,21.5,214,6228,male,krill,juvenile,overweight,2023
Gentoo,Biscoe,37.4,19.8,198,5229,male,krill,juvenile,healthy,2023
Gentoo,Biscoe,30.9,21.9,218,6484,male,krill,adult,healthy,2023
Gentoo,Biscoe,34.2,18.9,203,5894,male,krill,adult,underweight,2023
Gentoo,Biscoe,37.3,21.1,221,4867,male,krill,juvenile,underweight,2023
Gentoo,Biscoe,41.2,22.9,241,6007,male,krill,adult,healthy,2023
Gentoo,Biscoe,31.9,21,214,4979,male,krill,juvenile,underweight,2023
Gentoo,Biscoe,33,17.5,220,4673,male,krill,juvenile,underweight,2023
Gentoo,Biscoe,27.4,20.8,197,4386,male,krill,juvenile,underweight,2023
Gentoo,Biscoe,27.6,23,223,6949,male,krill,adult,healthy,2023
Gentoo,Biscoe,35.6,18.4,198,5530,male,krill,juvenile,healthy,2023
Gentoo,Biscoe,28.1,22.2,198,5306,male,krill,juvenile,healthy,2023
Gentoo,Biscoe,26.6,17.4,209,4766,male,krill,juvenile,underweight,2023
Gentoo,Biscoe,27,23.4,223,4786,male,krill,juvenile,underweight,2023
Gentoo,Biscoe,33.2,19.9,184,3437,female,parental,chick,healthy,2023
Gentoo,Biscoe,39.8,18.5,174,3361,female,parental,chick,healthy,2023
Gentoo,Biscoe,30.8,16.2,179,3423,female,parental,chick,healthy,2023
Gentoo,Biscoe,32.8,14.4,171,2642,female,parental,chick,underweight,2023
Gentoo,Biscoe,29.5,16.3,162,3616,female,parental,chick,healthy,2023
Gentoo,Biscoe,31.8,15.4,175,3378,female,parental,chick,healthy,2023
Gentoo,Biscoe,30.5,19.4,191,3378,female,parental,chick,healthy,2023
Gentoo,Biscoe,34.3,16.9,155,3084,female,parental,chick,underweight,2023
Gentoo,Biscoe,43,18,191,3965,female,parental,chick,overweight,2023
Gentoo,Biscoe,34,18,183,3980,female,parental,chick,overweight,2023
Gentoo,Biscoe,40.9,15.7,179,2999,female,parental,chick,underweight,2023
Gentoo,Biscoe,39.7,17.1,175,3429,female,parental,chick,healthy,2023
Gentoo,Biscoe,34.8,19,185,3778,female,parental,chick,healthy,2023
Gentoo,Biscoe,39.8,16.8,194,3392,female,parental,chick,healthy,2023
Gentoo,Biscoe,36.2,16.5,183,3318,female,parental,chick,healthy,2023
Gentoo,Biscoe,27.9,18.4,178,3299,female,parental,chick,healthy,2023
Gentoo,Biscoe,34.8,14.4,207,3594,female,parental,chick,healthy,2023
Gentoo,Biscoe,36,12.6,181,4285,female,parental,chick,overweight,2023
Gentoo,Biscoe,43.8,17.6,164,3748,female,parental,chick,healthy,2023
Gentoo,Biscoe,30.3,19,183,3167,female,parental,chick,underweight,2023
Gentoo,Biscoe,37.3,20.6,174,3311,female,parental,chick,healthy,2023
Gentoo,Biscoe,28.8,17.4,176,3420,female,parental,chick,healthy,2023
Gentoo,Biscoe,42.7,18.6,193,3242,female,parental,chick,healthy,2023
Gentoo,Biscoe,41.1,19.6,189,3186,female,parental,chick,underweight,2023
Gentoo,Biscoe,32.4,17.8,176,4433,male,parental,chick,healthy,2023
Gentoo,Biscoe,44.9,16.2,201,4463,male,parental,chick,healthy,2023
Gentoo,Biscoe,47.6,21.1,175,4030,male,parental,chick,healthy,2023
Gentoo,Biscoe,37.2,17.6,228,3858,male,parental,chick,underweight,2023
Gentoo,Biscoe,33.4,18.8,190,4765,male,parental,chick,overweight,2023
Gentoo,Biscoe,36.1,18.3,204,4179,male,parental,chick,healthy,2023
Gentoo,Biscoe,33.1,18.4,209,4289,male,parental,chick,healthy,2023
Gentoo,Biscoe,33.4,17.3,203,4320,male,parental,chick,healthy,2023
Gentoo,Biscoe,38.6,18.5,209,4041,male,parental,chick,healthy,2023
Gentoo,Biscoe,31.9,15.1,198,4499,male,parental,chick,healthy,2023
Gentoo,Biscoe,48.2,10.3,192,3967,male,parental,chick,healthy,2023
Gentoo,Biscoe,43.4,12.9,202,4383,male,parental,chick,healthy,2023
Gentoo,Biscoe,42.3,19.1,199,4102,male,parental,chick,healthy,2023
Gentoo,Biscoe,38.2,19.4,184,4138,male,parental,chick,healthy,2023
Gentoo,Biscoe,32.1,18.1,211,4352,male,parental,chick,healthy,2023
Gentoo,Biscoe,42.3,16.2,210,3990,male,parental,chick,healthy,2023
Gentoo,Biscoe,42.6,16.8,199,4514,male,parental,chick,overweight,2023
Gentoo,Biscoe,39.2,18.6,195,4515,male,parental,chick,overweight,2023
Gentoo,Biscoe,40.7,16,192,3768,male,parental,chick,underweight,2023
Gentoo,Biscoe,40,17.5,188,4390,male,parental,chick,healthy,2023
Gentoo,Biscoe,43.4,17.8,211,4398,male,parental,chick,healthy,2023
Gentoo,Biscoe,35.5,20.3,178,4361,male,parental,chick,healthy,2023
Gentoo,Biscoe,41.2,16.8,197,4241,male,parental,chick,healthy,2023
Gentoo,Biscoe,42.7,15.5,219,4327,male,parental,chick,healthy,2023
Gentoo,Biscoe,42.4,18.2,189,4652,male,parental,chick,overweight,2023
Gentoo,Biscoe,37.5,17.5,198,4384,male,parental,chick,healthy,2023
Gentoo,Biscoe,36,18.9,197,4797,male,parental,chick,overweight,2023
Gentoo,Biscoe,31,18.9,195,4189,male,parental,chick,healthy,2023
Gentoo,Biscoe,38.6,18.5,223,5334,female,squid,adult,healthy,2023
Gentoo,Biscoe,47.7,21.2,236,5584,female,squid,adult,healthy,2023
Gentoo,Biscoe,38.4,22.5,207,6130,female,squid,adult,overweight,2023
Gentoo,Biscoe,31.9,20.2,215,5402,female,squid,adult,healthy,2023
Gentoo,Biscoe,52.3,23.4,242,6200,female,squid,adult,overweight,2023
Gentoo,Biscoe,35.2,20.2,199,4404,female,squid,juvenile,healthy,2023
Gentoo,Biscoe,58.4,18,242,5232,female,squid,adult,healthy,2023
Gentoo,Biscoe,57.1,20.8,218,6399,male,squid,juvenile,overweight,2023
Gentoo,Biscoe,37.3,25.4,254,5038,male,squid,adult,underweight,2023
Gentoo,Biscoe,64,23.3,258,5697,male,squid,adult,underweight,2023
Gentoo,Biscoe,58,20.8,253,7819,male,squid,adult,overweight,2023
Gentoo,Biscoe,37.5,15.3,218,5863,male,squid,juvenile,overweight,2023
Gentoo,Biscoe,46.5,23.2,218,5188,male,squid,juvenile,healthy,2023
Gentoo,Biscoe,48.5,23.9,240,6652,male,squid,adult,healthy,2023
Gentoo,Biscoe,58.8,23.4,226,6762,male,squid,adult,healthy,2023
Gentoo,Biscoe,34.2,19,212,5361,male,squid,juvenile,healthy,2023
Adelie,Biscoe,40.8,21.2,219,5687,female,fish,adult,overweight,2024
Adelie,Biscoe,48.7,18.8,252,4677,female,fish,adult,healthy,2024
Adelie,Biscoe,50.3,18.5,232,5819,female,fish,adult,overweight,2024
Adelie,Biscoe,57.7,20.9,207,5760,female,fish,adult,overweight,2024
Adelie,Biscoe,53.4,17.5,212,4520,female,fish,juvenile,overweight,2024
Adelie,Biscoe,57.4,18.7,244,5356,female,fish,adult,overweight,2024
Adelie,Biscoe,35.6,16.3,216,4674,female,fish,juvenile,overweight,2024
Adelie,Biscoe,42.4,15.3,213,5120,female,fish,juvenile,overweight,2024
Adelie,Biscoe,53.3,15.9,222,5513,female,fish,adult,overweight,2024
Adelie,Biscoe,51.7,19.2,188,4981,female,fish,juvenile,overweight,2024
Adelie,Biscoe,58.9,18.2,234,5148,female,fish,adult,overweight,2024
Adelie,Biscoe,44,13.6,231,4487,female,fish,juvenile,overweight,2024
Adelie,Biscoe,39.5,20.6,209,4553,female,fish,juvenile,overweight,2024
Adelie,Biscoe,65.8,19.2,235,5510,female,fish,adult,overweight,2024
Adelie,Biscoe,53.1,17,235,5176,female,fish,juvenile,overweight,2024
Adelie,Biscoe,51.8,13.8,209,5530,female,fish,juvenile,overweight,2024
Adelie,Biscoe,36.5,18.2,188,4657,female,fish,juvenile,overweight,2024
Adelie,Biscoe,45.4,15.9,173,4530,female,fish,juvenile,overweight,2024
Adelie,Biscoe,47,15.9,235,5221,female,fish,juvenile,overweight,2024
Adelie,Biscoe,38.3,19.8,249,5803,female,fish,adult,overweight,2024
Adelie,Biscoe,46.3,17.2,201,4908,female,fish,juvenile,overweight,2024
Adelie,Biscoe,50.4,17.1,244,5339,female,fish,adult,overweight,2024
Adelie,Biscoe,45.2,14.2,229,4528,female,fish,juvenile,overweight,2024
Adelie,Biscoe,48.2,17.3,201,4580,female,fish,juvenile,overweight,2024
Adelie,Biscoe,49.5,17.2,219,4545,female,fish,juvenile,overweight,2024
Adelie,Biscoe,39.5,22.2,186,5311,female,fish,juvenile,overweight,2024
Adelie,Biscoe,51.6,12.5,212,4976,female,fish,juvenile,overweight,2024
Adelie,Biscoe,48.5,17.3,186,5065,female,fish,juvenile,overweight,2024
Adelie,Biscoe,56.3,14.4,220,6025,male,fish,juvenile,overweight,2024
Adelie,Biscoe,58.2,17,237,5682,male,fish,juvenile,overweight,2024
Adelie,Biscoe,64.7,21.4,235,7687,male,fish,adult,overweight,2024
Adelie,Biscoe,63.7,20.7,256,7543,male,fish,adult,overweight,2024
Adelie,Biscoe,46.5,20.8,227,6100,male,fish,juvenile,overweight,2024
Adelie,Biscoe,59.6,22.5,258,6317,male,fish,adult,overweight,2024
Adelie,Biscoe,62.5,19.8,242,8128,male,fish,adult,overweight,2024
Adelie,Biscoe,50.9,18.7,236,5740,male,fish,juvenile,overweight,2024
Adelie,Biscoe,44.1,20.9,266,7523,male,fish,adult,overweight,2024
Adelie,Biscoe,64,21.5,270,6112,male,fish,adult,overweight,2024
Adelie,Biscoe,62.3,14.8,235,5695,male,fish,juvenile,overweight,2024
Adelie,Biscoe,53.7,17.9,208,6655,male,fish,adult,overweight,2024
Adelie,Biscoe,69,18.1,268,7609,male,fish,adult,overweight,2024
Adelie,Biscoe,48.6,15.8,240,5739,male,fish,juvenile,overweight,2024
Adelie,Biscoe,52,15.6,214,7029,male,fish,juvenile,overweight,2024
Adelie,Biscoe,71.2,16.2,244,6146,male,fish,adult,overweight,2024
Adelie,Biscoe,60.1,21.7,274,5747,male,fish,adult,healthy,2024
Adelie,Biscoe,55,19.9,226,5914,male,fish,juvenile,overweight,2024
Adelie,Biscoe,51.2,21.2,243,5886,male,fish,juvenile,overweight,2024
Adelie,Biscoe,49.3,16.9,278,6777,male,fish,adult,overweight,2024
Adelie,Biscoe,44.8,19.5,241,5410,male,fish,juvenile,overweight,2024
Adelie,Biscoe,54.4,18.8,288,6292,male,fish,adult,overweight,2024
Adelie,Biscoe,41.5,17.4,251,6193,male,fish,juvenile,overweight,2024
Adelie,Biscoe,53,19.6,217,5041,male,fish,juvenile,healthy,2024
Adelie,Biscoe,59.6,17.2,244,6561,male,fish,juvenile,overweight,2024
Adelie,Biscoe,55.9,18.7,217,5862,male,fish,juvenile,overweight,2024
Adelie,Biscoe,56.3,18.5,211,5416,male,fish,juvenile,overweight,2024
Adelie,Biscoe,35.5,18.8,190,3677,female,krill,juvenile,underweight,2024
Adelie,Biscoe,28.7,14.2,185,4481,female,krill,juvenile,overweight,2024
Adelie,Biscoe,25.4,16.6,161,4745,female,krill,juvenile,overweight,2024
Adelie,Biscoe,30.4,19.1,209,5796,male,krill,adult,healthy,2024
Adelie,Biscoe,33,15.7,205,3580,male,krill,juvenile,underweight,2024
Adelie,Biscoe,26.5,15.5,179,3656,female,krill,juvenile,underweight,2024
Adelie,Biscoe,23.9,19.1,175,3688,female,krill,juvenile,underweight,2024
Adelie,Biscoe,31.3,18.2,171,4264,female,krill,juvenile,healthy,2024
Adelie,Biscoe,26.2,19.4,188,5090,female,krill,adult,overweight,2024
Adelie,Biscoe,24.1,17.5,207,4517,female,krill,juvenile,overweight,2024
Adelie,Biscoe,29,13.3,175,3500,female,krill,juvenile,underweight,2024
Adelie,Biscoe,35.7,18,186,4701,female,krill,adult,healthy,2024
Adelie,Biscoe,22.8,23.5,195,3156,female,krill,juvenile,underweight,2024
Adelie,Biscoe,21.8,17.4,165,3636,female,krill,juvenile,underweight,2024
Adelie,Biscoe,21.7,17.8,189,4058,female,krill,juvenile,healthy,2024
Adelie,Biscoe,27,15.2,188,4762,female,krill,adult,healthy,2024
Adelie,Biscoe,27.1,16.5,167,3424,female,krill,juvenile,underweight,2024
Adelie,Biscoe,30.1,18.3,201,4530,female,krill,adult,healthy,2024
Adelie,Biscoe,30.9,15.5,170,3010,female,krill,juvenile,underweight,2024
Adelie,Biscoe,24.3,18.1,174,4034,female,krill,juvenile,healthy,2024
Adelie,Biscoe,24.5,18.1,201,4441,female,krill,adult,healthy,2024
Adelie,Biscoe,23.1,15.6,188,4272,female,krill,juvenile,healthy,2024
Adelie,Biscoe,31.4,16.1,195,4074,female,krill,adult,underweight,2024
Adelie,Biscoe,30.9,16.8,221,4335,female,krill,adult,healthy,2024
Adelie,Biscoe,35.9,17,207,3710,female,krill,adult,underweight,2024
Adelie,Biscoe,24.5,16.3,181,3453,female,krill,juvenile,underweight,2024
Adelie,Biscoe,31.6,16,175,3757,female,krill,juvenile,healthy,2024
Adelie,Biscoe,37.4,17.7,202,4714,female,krill,adult,healthy,2024
Adelie,Biscoe,28.2,13.6,188,3444,female,krill,juvenile,underweight,2024
Adelie,Biscoe,22.3,15.8,187,5209,male,krill,juvenile,overweight,2024
Adelie,Biscoe,30.9,21.2,187,6064,male,krill,juvenile,overweight,2024
Adelie,Biscoe,29.5,22.1,241,4847,male,krill,juvenile,healthy,2024
Adelie,Biscoe,27.3,17.8,181,4791,male,krill,juvenile,healthy,2024
Adelie,Biscoe,29.6,17.2,186,4696,male,krill,juvenile,healthy,2024
Adelie,Biscoe,32.8,17.6,190,4868,male,krill,juvenile,healthy,2024
Adelie,Biscoe,38.4,16.5,186,4337,male,krill,juvenile,underweight,2024
Adelie,Biscoe,23.8,15.7,213,3720,male,krill,juvenile,underweight,2024
Adelie,Biscoe,33.8,19.1,215,5264,male,krill,adult,healthy,2024
Adelie,Biscoe,38,21.2,239,4592,male,krill,adult,underweight,2024
Adelie,Biscoe,25.4,15.7,219,5139,male,krill,juvenile,overweight,2024
Adelie,Biscoe,27.3,18.2,195,4419,male,krill,juvenile,underweight,2024
Adelie,Biscoe,25.9,15.8,190,4050,male,krill,juvenile,underweight,2024
Adelie,Biscoe,18.8,19.1,170,4329,male,krill,juvenile,underweight,2024
Adelie,Biscoe,33.5,18,191,5060,male,krill,adult,underweight,2024
Adelie,Biscoe,24,21.2,207,5833,male,krill,adult,healthy,2024
Adelie,Biscoe,37.5,20.1,202,4967,male,krill,adult,underweight,2024
Adelie,Biscoe,20.8,15.9,207,4934,male,krill,juvenile,healthy,2024
Adelie,Biscoe,28,21.5,211,4757,male,krill,juvenile,healthy,2024
Adelie,Biscoe,25,18.3,225,4235,male,krill,juvenile,underweight,2024
Adelie,Biscoe,35.3,9.7,170,3342,female,parental,chick,overweight,2024
Adelie,Biscoe,32.1,18.1,179,2903,female,parental,chick,healthy,2024
Adelie,Biscoe,30.2,13.7,143,2840,female,parental,chick,healthy,2024
Adelie,Biscoe,34.2,16.7,185,2791,female,parental,chick,underweight,2024
Adelie,Biscoe,21.7,16.9,168,3017,female,parental,chick,healthy,2024
Adelie,Biscoe,32.9,16.8,174,2797,female,parental,chick,underweight,2024
Adelie,Biscoe,36.9,12.2,165,2857,female,parental,chick,healthy,2024
Adelie,Biscoe,24.3,17,174,3160,female,parental,chick,healthy,2024
Adelie,Biscoe,28.7,14.1,173,3090,female,parental,chick,healthy,2024
Adelie,Biscoe,20.8,14.8,159,2731,female,parental,chick,underweight,2024
Adelie,Biscoe,28.4,14.8,166,3145,female,parental,chick,healthy,2024
Adelie,Biscoe,27.3,13.8,175,3007,female,parental,chick,healthy,2024
Adelie,Biscoe,39.1,14.4,185,3227,female,parental,chick,overweight,2024
Adelie,Biscoe,28.2,15.3,166,3284,female,parental,chick,overweight,2024
Adelie,Biscoe,32,13.1,157,2678,female,parental,chick,underweight,2024
Adelie,Biscoe,37.3,11.7,174,3153,female,parental,chick,healthy,2024
Adelie,Biscoe,19.6,16.8,167,3327,female,parental,chick,overweight,2024
Adelie,Biscoe,31.2,15.6,178,3042,female,parental,chick,healthy,2024
Adelie,Biscoe,25,11.3,162,3138,female,parental,chick,healthy,2024
Adelie,Biscoe,25.1,15.8,156,3045,female,parental,chick,healthy,2024
Adelie,Biscoe,28.7,15.2,203,3860,male,parental,chick,overweight,2024
Adelie,Biscoe,27.8,14.7,176,3108,male,parental,chick,underweight,2024
Adelie,Biscoe,39.1,13.5,207,3598,male,parental,chick,healthy,2024
Adelie,Biscoe,48.6,14.4,178,3868,male,parental,chick,overweight,2024
Adelie,Biscoe,37.3,13.3,187,3323,male,parental,chick,underweight,2024
Adelie,Biscoe,27.4,16.5,184,3379,male,parental,chick,underweight,2024
Adelie,Biscoe,28.3,18.4,186,4125,male,parental,chick,overweight,2024
Adelie,Biscoe,37.9,15.7,183,3257,male,parental,chick,underweight,2024
Adelie,Biscoe,31.3,16.9,197,3825,male,parental,chick,overweight,2024
Adelie,Biscoe,27.2,15.3,203,3811,male,parental,chick,overweight,2024
Adelie,Biscoe,42.2,14.6,188,3694,male,parental,chick,healthy,2024
Adelie,Biscoe,40,17.9,188,3902,male,parental,chick,overweight,2024
Adelie,Biscoe,25.7,16.2,199,3490,male,parental,chick,healthy,2024
Adelie,Biscoe,35.2,17.8,188,3552,male,parental,chick,healthy,2024
Adelie,Biscoe,37.5,18.7,199,3480,male,parental,chick,healthy,2024
Adelie,Biscoe,34.6,18.7,191,3581,male,parental,chick,healthy,2024
Adelie,Biscoe,38,17.4,185,4161,male,parental,chick,overweight,2024
Adelie,Biscoe,27.4,15.5,189,3664,male,parental,chick,healthy,2024
Adelie,Biscoe,26.4,13.6,207,3653,male,parental,chick,healthy,2024
Adelie,Biscoe,38.4,18,187,3049,male,parental,chick,underweight,2024
Adelie,Biscoe,32.8,11.6,182,3572,male,parental,chick,healthy,2024
Adelie,Biscoe,36.1,14.5,211,3479,male,parental,chick,healthy,2024
Adelie,Biscoe,41.8,18.4,224,5171,female,squid,adult,overweight,2024
Adelie,Biscoe,39.1,18,189,4922,female,squid,adult,healthy,2024
Adelie,Biscoe,51.8,20,239,5157,male,squid,adult,healthy,2024
Adelie,Biscoe,53.8,18.5,213,4532,male,squid,adult,underweight,2024
Adelie,Biscoe,47.2,18.3,190,6216,male,squid,juvenile,overweight,2024
Adelie,Biscoe,55.5,23.7,244,5130,male,squid,adult,healthy,2024
Adelie,Biscoe,44.1,21.1,232,5219,male,squid,adult,healthy,2024
Adelie,Dream,48.3,19.6,203,4202,female,fish,juvenile,healthy,2024
Adelie,Dream,56.2,16,194,4854,female,fish,juvenile,overweight,2024
Adelie,Dream,51.7,16.2,213,4856,female,fish,juvenile,overweight,2024
Adelie,Dream,66,16.4,246,4819,female,fish,adult,healthy,2024
Adelie,Dream,46.6,19.1,213,5626,female,fish,juvenile,overweight,2024
Adelie,Dream,54.9,19.3,237,5424,female,fish,adult,overweight,2024
Adelie,Dream,48.3,21.3,207,6426,female,fish,adult,overweight,2024
Adelie,Dream,66.4,18.1,257,5146,female,fish,adult,overweight,2024
Adelie,Dream,33.3,15.7,263,4979,female,fish,juvenile,overweight,2024
Adelie,Dream,55.4,20.5,223,5438,female,fish,adult,overweight,2024
Adelie,Dream,65,19.4,256,5920,male,fish,adult,healthy,2024
Adelie,Dream,35.8,18.9,240,5470,male,fish,juvenile,overweight,2024
Adelie,Dream,53.7,16.6,219,5711,male,fish,juvenile,overweight,2024
Adelie,Dream,48.6,18.4,258,7273,male,fish,adult,overweight,2024
Adelie,Dream,65.9,23.8,254,6318,male,fish,adult,overweight,2024
Adelie,Dream,78.4,18.9,259,5445,male,fish,adult,healthy,2024
Adelie,Dream,46.7,16.8,228,5368,male,fish,juvenile,overweight,2024
Adelie,Dream,50.7,15.8,256,5228,male,fish,juvenile,overweight,2024
Adelie,Dream,30,21.8,197,4685,male,krill,juvenile,healthy,2024
Adelie,Dream,37,18.6,213,4592,male,krill,adult,underweight,2024
Adelie,Dream,41.4,19.3,182,3983,female,krill,adult,underweight,2024
Adelie,Dream,26.2,21.4,187,3548,female,krill,juvenile,underweight,2024
Adelie,Dream,19.6,15.9,169,3981,female,krill,juvenile,healthy,2024
Adelie,Dream,23.6,18.2,216,5734,female,krill,adult,overweight,2024
Adelie,Dream,28.4,19.1,204,3741,female,krill,adult,underweight,2024
Adelie,Dream,31.3,15.7,187,3346,female,krill,juvenile,underweight,2024
Adelie,Dream,29.8,23.4,198,3842,female,krill,adult,underweight,2024
Adelie,Dream,26.6,19,202,3403,female,krill,juvenile,underweight,2024
Adelie,Dream,25.2,18.4,191,3861,female,krill,juvenile,healthy,2024
Adelie,Dream,31.8,21.2,155,3879,female,krill,juvenile,healthy,2024
Adelie,Dream,27.1,20.4,178,3665,female,krill,juvenile,underweight,2024
Adelie,Dream,30.8,17.2,179,3413,female,krill,juvenile,underweight,2024
Adelie,Dream,21.2,16.4,187,3960,female,krill,juvenile,healthy,2024
Adelie,Dream,21.3,16.4,181,4037,female,krill,juvenile,healthy,2024
Adelie,Dream,32.4,15.9,165,3792,female,krill,juvenile,healthy,2024
Adelie,Dream,34,16.6,191,4299,female,krill,juvenile,healthy,2024
Adelie,Dream,27.9,16,172,3122,female,krill,juvenile,underweight,2024
Adelie,Dream,35.4,16.7,207,4026,female,krill,adult,underweight,2024
Adelie,Dream,25.6,12.2,186,4508,female,krill,juvenile,overweight,2024
Adelie,Dream,24.2,19.1,179,4040,female,krill,juvenile,healthy,2024
Adelie,Dream,22,13.7,187,4630,female,krill,adult,healthy,2024
Adelie,Dream,28.4,17.7,172,3923,female,krill,juvenile,healthy,2024
Adelie,Dream,31.8,18.9,175,4698,female,krill,juvenile,overweight,2024
Adelie,Dream,25.7,17.9,199,3765,female,krill,juvenile,healthy,2024
Adelie,Dream,30.6,18.7,209,4706,female,krill,adult,healthy,2024
Adelie,Dream,35.8,20.3,211,5245,male,krill,adult,healthy,2024
Adelie,Dream,32.4,17.6,195,4325,male,krill,juvenile,underweight,2024
Adelie,Dream,29.9,16.6,193,3932,male,krill,juvenile,underweight,2024
Adelie,Dream,30.2,19.7,169,3705,male,krill,juvenile,underweight,2024
Adelie,Dream,27.6,19.9,204,5210,male,krill,adult,healthy,2024
Adelie,Dream,33.5,18.6,176,4418,male,krill,juvenile,underweight,2024
Adelie,Dream,31,19.3,221,4589,male,krill,adult,underweight,2024
Adelie,Dream,18.4,17.9,176,4277,male,krill,juvenile,underweight,2024
Adelie,Dream,35,19.9,192,4937,male,krill,juvenile,healthy,2024
Adelie,Dream,23.8,19.1,232,5408,male,krill,adult,healthy,2024
Adelie,Dream,36,18.1,246,4476,male,krill,adult,underweight,2024
Adelie,Dream,26.2,19.2,205,4923,male,krill,juvenile,healthy,2024
Adelie,Dream,27.3,21.4,216,4837,male,krill,juvenile,healthy,2024
Adelie,Dream,35.2,18,202,4898,male,krill,juvenile,healthy,2024
Adelie,Dream,30.1,14.3,163,4142,male,krill,juvenile,underweight,2024
Adelie,Dream,18.8,18.6,197,4198,male,krill,juvenile,underweight,2024
Adelie,Dream,27.6,22.5,191,4053,male,krill,juvenile,underweight,2024
Adelie,Dream,29,16.2,200,4942,male,krill,juvenile,healthy,2024
Adelie,Dream,30.2,16.1,206,4529,male,krill,juvenile,healthy,2024
Adelie,Dream,28.6,18.6,197,4912,male,krill,juvenile,healthy,2024
Adelie,Dream,37,18.9,196,4276,male,krill,juvenile,underweight,2024
Adelie,Dream,29.6,19.1,182,4816,male,krill,juvenile,healthy,2024
Adelie,Dream,27.8,21.6,225,5063,male,krill,adult,underweight,2024
Adelie,Dream,25.8,17.7,218,5392,male,krill,juvenile,overweight,2024
Adelie,Dream,23.4,17.7,209,4263,male,krill,juvenile,underweight,2024
Adelie,Dream,29.5,17.3,204,4979,male,krill,juvenile,healthy,2024
Adelie,Dream,33.7,15,190,4382,male,krill,juvenile,underweight,2024
Adelie,Dream,28.3,16.9,198,4692,male,krill,juvenile,healthy,2024
Adelie,Dream,22.4,19.7,188,4568,male,krill,juvenile,healthy,2024
Adelie,Dream,25.2,20.3,209,4853,male,krill,juvenile,healthy,2024
Adelie,Dream,31.3,19,236,5498,male,krill,adult,healthy,2024
Adelie,Dream,29.2,17.5,232,4941,male,krill,adult,underweight,2024
Adelie,Dream,23.5,18.5,179,4297,male,krill,juvenile,underweight,2024
Adelie,Dream,25.9,15.4,215,4433,male,krill,juvenile,underweight,2024
Adelie,Dream,28.4,19.3,193,4789,male,krill,juvenile,healthy,2024
Adelie,Dream,27.6,17.5,221,4390,male,krill,juvenile,underweight,2024
Adelie,Dream,34.2,15.4,183,4943,male,krill,juvenile,healthy,2024
Adelie,Dream,33.6,19.4,209,4545,male,krill,juvenile,healthy,2024
Adelie,Dream,31.7,18,231,4358,male,krill,juvenile,underweight,2024
Adelie,Dream,48.1,17.6,207,5155,male,krill,adult,healthy,2024
Adelie,Dream,28.1,11.9,172,3060,female,parental,chick,healthy,2024
Adelie,Dream,27.1,15.6,185,3122,female,parental,chick,healthy,2024
Adelie,Dream,30.6,14.1,156,2961,female,parental,chick,healthy,2024
Adelie,Dream,33.9,15.2,156,2856,female,parental,chick,healthy,2024
Adelie,Dream,30.9,14.5,173,3167,female,parental,chick,healthy,2024
Adelie,Dream,24.5,12.7,172,3066,female,parental,chick,healthy,2024
Adelie,Dream,33.8,14.4,185,2477,female,parental,chick,underweight,2024
Adelie,Dream,34.7,16,160,3385,female,parental,chick,overweight,2024
Adelie,Dream,25.6,14.5,159,3148,female,parental,chick,healthy,2024
Adelie,Dream,34.8,14,189,2924,female,parental,chick,healthy,2024
Adelie,Dream,30.6,11,170,3121,female,parental,chick,healthy,2024
Adelie,Dream,32.4,13.2,162,3084,female,parental,chick,healthy,2024
Adelie,Dream,32.5,13.5,177,3099,female,parental,chick,healthy,2024
Adelie,Dream,31.4,16.7,150,2826,female,parental,chick,healthy,2024
Adelie,Dream,30.9,15,190,3635,male,parental,chick,healthy,2024
Adelie,Dream,33.4,13.8,184,3902,male,parental,chick,overweight,2024
Adelie,Dream,31.6,17.7,190,3647,male,parental,chick,healthy,2024
Adelie,Dream,32.7,17.7,188,3668,male,parental,chick,healthy,2024
Adelie,Dream,36.3,19.2,182,3414,male,parental,chick,healthy,2024
Adelie,Dream,35.2,16.5,191,3293,male,parental,chick,underweight,2024
Adelie,Dream,35,17,191,3425,male,parental,chick,healthy,2024
Adelie,Dream,37.7,13.1,182,3490,male,parental,chick,healthy,2024
Adelie,Dream,32.9,14.9,204,4075,male,parental,chick,overweight,2024
Adelie,Dream,27.6,13.7,179,3771,male,parental,chick,healthy,2024
Adelie,Dream,31.1,13.1,198,3548,male,parental,chick,healthy,2024
Adelie,Dream,33.7,17.1,179,3926,male,parental,chick,overweight,2024
Adelie,Dream,27.8,17.3,187,3893,male,parental,chick,overweight,2024
Adelie,Dream,30.5,14.2,195,3945,male,parental,chick,overweight,2024
Adelie,Dream,39.3,17.8,186,3394,male,parental,chick,underweight,2024
Adelie,Dream,27.7,13.5,169,3467,male,parental,chick,healthy,2024
Adelie,Dream,32.4,22,214,4452,female,squid,adult,healthy,2024
Adelie,Dream,32.2,19.8,219,4437,female,squid,adult,healthy,2024
Adelie,Dream,31.8,19.3,197,3749,female,squid,juvenile,healthy,2024
Adelie,Dream,42.7,20,218,4866,female,squid,adult,healthy,2024
Adelie,Dream,33.4,14.8,193,4527,female,squid,juvenile,overweight,2024
Adelie,Dream,33.6,20.9,216,5069,female,squid,adult,overweight,2024
